item_id,user_id,rating,timestamp,model_attr,category,brand,year,user_attr,split
7454,908363,5,2016-12-21,Female&Male,Headphones,,2015,Male,0
5964,396200,4,2015-02-07,Female&Male,Security & Surveillance,,2015,Female,0
1242,69939,5,2011-11-17,Male,Headphones,Sennheiser,2010,Female,0
8265,902578,5,2016-12-12,Female,Computers & Accessories,,2015,Male,0
4782,340986,4,2015-08-01,Female&Male,Headphones,,2014,Female,2
5639,712378,4,2016-03-05,Male,Portable Audio & Video,Apple,2016,Female,0
2466,869084,4,2016-10-14,Male,Computers & Accessories,,2012,Male,2
7445,934828,5,2017-01-23,Female,Headphones,,2015,Female,0
4443,514379,5,2015-07-21,Male,Headphones,,2014,Female,1
5152,691182,5,2016-02-11,Female&Male,Computers & Accessories,Pyle,2015,Male,0
3403,987698,4,2017-04-27,Female&Male,Headphones,EldHus,2013,Male,0
7770,862163,5,2016-10-02,Female,Headphones,,2015,Female,0
1615,566438,5,2015-09-20,Female,Accessories & Supplies,,2011,Male,0
5041,413436,4,2015-02-28,Male,Headphones,Bose,2014,Male,0
6712,813750,4,2016-07-24,Female,Accessories & Supplies,,2015,Female,0
6468,582744,5,2015-10-11,Female,Computers & Accessories,,2015,Male,0
6956,101533,1,2015-10-15,Male,Camera & Photo,,2015,Male,2
2395,866833,4,2017-03-06,Female&Male,Headphones,,2012,Male,2
6378,1011399,5,2017-06-22,Female,Accessories & Supplies,,2015,Male,0
457,65630,4,2011-09-12,Male,Computers & Accessories,,2007,Male,0
4687,476366,4,2015-05-30,Female,Headphones,,2014,Male,0
43,388196,5,2015-01-26,Male,Camera & Photo,,2007,Male,0
2525,538296,5,2015-08-18,Male,Computers & Accessories,,2012,Female,0
1258,460831,5,2015-05-06,Female&Male,Camera & Photo,Fujifilm,2010,Female,0
2031,36280,5,2014-07-31,Female,Computers & Accessories,Logitech,2012,Male,2
7057,860699,4,2016-09-29,Female&Male,Camera & Photo,,2015,Female,0
7780,828549,5,2016-08-13,Female&Male,Portable Audio & Video,,2015,Male,0
7378,666487,2,2016-01-17,Female&Male,Headphones,,2015,Female,0
5940,524103,5,2015-08-01,Female&Male,Portable Audio & Video,,2015,Male,0
274,610142,5,2015-11-13,Female,Computers & Accessories,,2006,Male,0
3283,296430,5,2014-08-28,Male,Computers & Accessories,,2013,Male,0
1761,130783,5,2013-03-21,Male,Computers & Accessories,Logitech,2011,Male,0
437,462564,4,2015-05-09,Female,Accessories & Supplies,,2007,Female,0
923,14984,1,2012-09-07,Female,Headphones,Kensington,2011,Male,0
3193,333699,5,2014-11-09,Female&Male,Accessories & Supplies,,2013,Female,0
1992,641601,5,2015-12-21,Male,Computers & Accessories,,2012,Female,0
1470,229282,4,2014-03-02,Male,Computers & Accessories,,2010,Male,0
5401,194056,5,2014-12-01,Female,Computers & Accessories,,2014,Male,0
7370,836236,5,2016-08-24,Male,Computers & Accessories,,2015,Female,0
6804,190368,5,2017-08-07,Female,Camera & Photo,,2015,Male,2
5301,786876,5,2016-06-15,Female,Headphones,,2015,Female,0
8054,654121,5,2016-01-04,Female&Male,Headphones,,2015,Female,0
2148,100642,5,2013-02-25,Female,Headphones,,2012,Male,0
1715,173261,5,2014-01-06,Female,Accessories & Supplies,,2011,Female,1
5049,664893,4,2016-01-15,Female&Male,Accessories & Supplies,,2014,Female,0
457,609397,5,2015-11-12,Male,Computers & Accessories,,2007,Female,0
3299,335164,5,2014-11-12,Male,Computers & Accessories,,2013,Male,0
1390,68047,4,2011-10-21,Female,Accessories & Supplies,,2010,Male,0
1390,102474,5,2012-11-30,Female,Accessories & Supplies,,2010,Female,0
7869,891839,2,2016-11-25,Female,Headphones,Bose,2015,Female,0
4399,220927,4,2015-03-29,Female&Male,Computers & Accessories,Pyle,2015,Female,2
5063,850835,4,2016-09-14,Female&Male,Portable Audio & Video,,2014,Female,0
3106,547132,5,2015-08-27,Female,Computers & Accessories,Bose,2013,Male,0
3114,362695,5,2014-12-27,Female&Male,Accessories & Supplies,,2013,Female,0
7310,192669,4,2016-09-18,Female,Portable Audio & Video,,2015,Female,2
6689,745000,4,2016-04-19,Female&Male,Headphones,Mpow,2015,Female,0
4581,970465,5,2017-03-25,Female,Camera & Photo,Fintie,2014,Female,0
1875,1068410,5,2017-11-12,Female,Camera & Photo,,2012,Male,0
259,227433,5,2014-02-25,Male,Headphones,Sennheiser,2005,Female,0
6466,901273,1,2016-12-10,Female,Accessories & Supplies,,2015,Female,0
1337,45049,5,2012-03-04,Female&Male,Computers & Accessories,Logitech,2010,Female,2
752,402856,4,2015-02-16,Female,Portable Audio & Video,,2008,Female,0
4259,374250,5,2015-05-16,Male,Headphones,,2014,Male,2
5524,475890,5,2015-05-29,Male,Headphones,,2015,Male,0
3330,320125,5,2014-10-13,Female,Camera & Photo,,2013,Male,0
3222,459847,4,2015-05-05,Male,Headphones,,2013,Male,0
1812,30519,4,2012-11-16,Male,Headphones,,2012,Male,0
1233,154348,5,2013-07-06,Female&Male,Portable Audio & Video,,2010,Female,0
5704,467896,5,2015-05-17,Female&Male,Camera & Photo,,2015,Female,0
3496,854793,4,2016-09-20,Male,Portable Audio & Video,,2014,Male,0
836,226162,5,2018-02-28,Female&Male,Accessories & Supplies,,2009,Male,2
2881,108783,5,2014-03-22,Male,Camera & Photo,Canon,2013,Female,1
1595,30114,3,2012-02-03,Male,Computers & Accessories,,2012,Male,0
6942,824405,5,2016-08-08,Female,Portable Audio & Video,,2015,Female,0
457,144380,1,2013-05-22,Male,Computers & Accessories,,2007,Female,0
6740,1075631,5,2018-01-01,Female,Headphones,,2015,Male,2
1272,668493,5,2016-01-19,Female&Male,Headphones,Etre Jeune,2010,Female,0
2947,141579,5,2013-05-09,Female,Camera & Photo,,2013,Female,0
4656,392247,5,2015-02-02,Male,Camera & Photo,,2018,Male,0
6726,957160,3,2017-03-02,Female&Male,Camera & Photo,Polaroid,2015,Female,0
2253,53263,4,2012-07-12,Female&Male,Computers & Accessories,Jabra,2012,Male,0
5221,734437,3,2016-04-02,Female,Car Electronics & GPS,,2015,Female,0
6070,960990,5,2017-03-08,Female,Computers & Accessories,,2015,Male,0
3728,1069240,5,2017-11-14,Female,Car Electronics & GPS,,2014,Female,0
1294,278009,5,2014-07-22,Male,Headphones,,2010,Female,0
5465,388521,3,2016-01-12,Female,Camera & Photo,,2015,Male,2
7780,1058187,5,2017-10-14,Female&Male,Portable Audio & Video,,2015,Male,0
2891,46878,5,2013-05-16,Female,Computers & Accessories,,2013,Female,0
5351,493648,5,2015-06-23,Male,Headphones,,2014,Female,0
2483,169351,5,2013-09-05,Male,Accessories & Supplies,,2012,Female,0
4058,560857,5,2015-09-13,Male,Computers & Accessories,LSS,2014,Female,0
5442,1059438,2,2017-10-18,Female&Male,Portable Audio & Video,,2014,Male,0
7632,1076619,5,2017-12-05,Female,Accessories & Supplies,,2015,Female,0
387,568052,3,2015-09-22,Female,Accessories & Supplies,,2006,Female,0
6801,780475,3,2016-06-06,Female,Headphones,,2015,Female,2
1715,278586,4,2014-07-23,Female,Accessories & Supplies,,2011,Male,0
5063,956874,4,2017-03-01,Female&Male,Portable Audio & Video,,2014,Female,0
4935,322004,3,2017-06-13,Female,Camera & Photo,Neewer,2015,Female,2
8680,1006055,5,2017-06-09,Female,Computers & Accessories,,2015,Female,0
6389,182143,1,2015-09-03,Male,Headphones,,2015,Male,2
1715,168589,5,2013-09-02,Female,Accessories & Supplies,,2011,Male,0
5435,1007076,2,2017-06-12,Female&Male,Camera & Photo,,2015,Male,0
7930,765865,2,2016-05-16,Male,Portable Audio & Video,,2015,Female,0
1012,36534,5,2010-01-21,Male,Camera & Photo,Fujifilm,2009,Female,0
5132,728214,5,2018-06-20,Male,Camera & Photo,,2014,Female,2
6005,131341,5,2017-08-22,Male,Car Electronics & GPS,,2015,Female,2
1575,858689,5,2016-09-26,Male,Headphones,Sony,2011,Female,0
366,56350,5,2011-03-18,Male,Computers & Accessories,,2006,Female,0
1764,69057,5,2011-11-05,Female,Portable Audio & Video,Sony,2011,Male,0
146,4992,5,2005-12-07,Female,Camera & Photo,Canon,2004,Female,0
9380,992255,4,2017-05-08,Female&Male,Headphones,Panasonic,2016,Female,0
1281,1043686,4,2017-09-05,Female&Male,Accessories & Supplies,,2010,Female,0
1330,89702,3,2012-07-17,Female,Camera & Photo,,2012,Female,1
379,499337,5,2015-07-01,Female&Male,Car Electronics & GPS,,2018,Female,0
7828,945561,4,2017-02-10,Female&Male,Headphones,Bose,2015,Female,0
9304,947064,5,2017-02-12,Female,Accessories & Supplies,,2016,Female,0
4548,101799,5,2014-12-12,Female,Headphones,,2014,Female,2
3524,756972,5,2016-05-04,Male,Headphones,Skullcandy,2014,Female,0
5856,603846,4,2015-11-05,Female&Male,Computers & Accessories,,2014,Male,0
5063,1011628,5,2017-06-23,Female&Male,Portable Audio & Video,,2014,Female,0
6206,292868,4,2015-09-17,Female,Headphones,,2016,Male,2
259,692524,4,2016-02-13,Male,Headphones,Sennheiser,2005,Male,0
4743,591072,4,2015-10-21,Male,Computers & Accessories,,2014,Female,0
3131,754983,1,2016-05-01,Female,Portable Audio & Video,,2013,Female,0
4041,460081,1,2015-05-06,Female&Male,Headphones,,2014,Male,0
21,571,3,2001-12-13,Male,Computers & Accessories,,2001,Female,0
7780,994912,5,2017-05-14,Female&Male,Portable Audio & Video,,2015,Female,0
710,32951,5,2009-11-02,Female,Computers & Accessories,Linksys,2008,Male,0
2837,1100700,5,2018-02-16,Female&Male,Headphones,,2013,Male,2
4317,248266,5,2014-12-22,Male,Accessories & Supplies,,2014,Female,2
1827,534916,2,2015-08-14,Female&Male,Portable Audio & Video,,2011,Male,2
3357,199830,5,2013-12-25,Female&Male,Computers & Accessories,Etre Jeune,2013,Female,0
1346,194254,5,2013-12-09,Male,Headphones,,2011,Male,0
6107,913184,5,2016-12-28,Female&Male,Portable Audio & Video,,2015,Female,0
7780,729490,5,2018-04-17,Female&Male,Portable Audio & Video,,2015,Female,2
2041,597757,2,2015-10-29,Male,Headphones,,2012,Female,0
5143,328391,4,2015-01-10,Male,Headphones,,2014,Female,0
322,219192,5,2014-02-03,Female,Computers & Accessories,,2007,Female,0
8751,802926,5,2016-07-09,Female,Accessories & Supplies,EldHus,2015,Male,0
848,41780,5,2010-05-17,Male,Headphones,,2009,Female,0
3303,189392,5,2013-11-24,Male,Home Audio,,2013,Male,0
5897,981368,5,2017-04-15,Female&Male,Camera & Photo,,2015,Male,0
1393,196678,1,2013-12-16,Female&Male,Camera & Photo,,2010,Female,0
1659,198602,5,2013-12-21,Male,Computers & Accessories,,2011,Male,0
1124,579339,5,2015-10-07,Male,Computers & Accessories,Logitech,2009,Male,0
3621,780894,4,2016-06-06,Male,Camera & Photo,,2014,Male,0
2602,460946,3,2015-05-07,Female,Headphones,,2012,Male,0
6814,463991,5,2015-05-11,Male,Computers & Accessories,,2015,Female,0
1428,142875,4,2013-05-15,Female,Accessories & Supplies,,2011,Female,0
111,114212,5,2013-01-13,Female&Male,Headphones,Panasonic,2006,Female,2
6378,1130329,5,2018-04-27,Female,Accessories & Supplies,,2015,Male,0
6890,868325,2,2016-10-12,Female,Accessories & Supplies,,2015,Female,0
9446,191518,5,2016-11-24,Female&Male,Headphones,,2016,Male,2
6652,167053,3,2017-11-20,Female,Portable Audio & Video,,2015,Male,2
7236,545613,4,2015-08-26,Male,Headphones,,2015,Male,0
2470,118361,3,2013-01-28,Male,Home Audio,,2012,Male,0
5795,424884,5,2017-01-24,Male,Headphones,,2014,Female,2
8711,1130889,4,2018-04-29,Female,Portable Audio & Video,,2015,Female,0
5435,367332,5,2015-01-01,Female&Male,Camera & Photo,,2015,Female,0
1815,1008817,5,2017-06-16,Female,Accessories & Supplies,,2013,Male,0
3714,793676,5,2017-10-09,Female,Camera & Photo,,2014,Male,2
1605,103806,4,2012-12-07,Female,Camera & Photo,Neewer,2011,Male,0
710,4778,5,2008-06-22,Female,Computers & Accessories,Linksys,2008,Male,0
521,199742,5,2013-12-25,Male,Camera & Photo,Olympus,2008,Female,0
4294,365793,5,2014-12-31,Female&Male,Headphones,,2014,Female,0
7775,125031,5,2018-04-27,Male,Accessories & Supplies,,2015,Male,2
8764,1063489,3,2017-10-29,Male,Computers & Accessories,,2016,Female,0
5897,132088,5,2015-10-29,Female&Male,Camera & Photo,,2015,Male,2
3101,199774,1,2013-12-25,Male,Headphones,,2013,Female,0
3403,178050,5,2013-10-13,Female&Male,Headphones,EldHus,2013,Male,0
7780,1103347,5,2018-02-11,Female&Male,Portable Audio & Video,,2015,Male,0
3034,111764,4,2014-10-26,Male,Computers & Accessories,Fintie,2013,Female,2
6170,1114913,4,2018-03-13,Female&Male,Headphones,,2015,Male,0
5018,592468,5,2015-10-23,Female,Headphones,,2014,Male,0
5809,1135194,5,2018-05-15,Female,Computers & Accessories,,2014,Male,0
2550,1030013,4,2017-08-05,Male,Accessories & Supplies,,2013,Female,2
5158,440375,5,2015-04-06,Male,Camera & Photo,,2014,Female,0
3064,293857,5,2014-08-23,Male,Computers & Accessories,,2013,Female,0
5364,393072,5,2015-02-03,Female,Computers & Accessories,Apple,2014,Female,0
8060,980884,5,2017-04-14,Male,Headphones,,2015,Female,0
7952,979413,5,2017-04-11,Male,Headphones,,2015,Female,0
3804,230735,5,2014-03-06,Female&Male,Portable Audio & Video,,2014,Female,0
6210,592198,5,2018-04-10,Female,Headphones,,2015,Male,2
2237,203977,5,2014-01-02,Male,Camera & Photo,,2012,Male,0
7288,1033935,4,2017-08-14,Female,Portable Audio & Video,,2015,Male,2
1575,153108,4,2013-06-30,Male,Headphones,Sony,2011,Female,0
6358,1018713,5,2017-07-12,Female&Male,Television & Video,,2015,Female,0
2451,152118,5,2013-06-25,Female,Headphones,Sennheiser,2013,Female,0
8549,617769,3,2015-11-22,Female,Headphones,,2015,Female,0
4054,323412,4,2014-10-19,Female&Male,Headphones,,2014,Female,0
4701,880917,1,2016-11-04,Female&Male,Portable Audio & Video,,2014,Male,0
259,327256,4,2014-10-27,Male,Headphones,Sennheiser,2005,Male,0
1124,309444,5,2015-04-26,Male,Computers & Accessories,Logitech,2009,Male,0
3403,301909,5,2014-09-07,Female&Male,Headphones,EldHus,2013,Female,0
1294,344735,5,2014-12-01,Male,Headphones,,2010,Female,0
2678,1106668,5,2018-02-20,Male,Computers & Accessories,,2014,Male,0
1397,211421,3,2014-01-15,Male,Headphones,,2010,Female,0
8195,1144680,5,2018-06-19,Female&Male,Headphones,Skullcandy,2015,Female,0
5940,563026,5,2015-09-15,Female&Male,Portable Audio & Video,,2015,Female,0
4913,593930,4,2015-10-25,Female,Accessories & Supplies,,2015,Male,0
5119,888136,5,2016-11-18,Female&Male,Accessories & Supplies,,2014,Female,0
5128,662195,4,2016-01-12,Female,Computers & Accessories,,2015,Female,0
7961,757747,4,2016-05-05,Female,Camera & Photo,,2015,Female,0
4730,755974,5,2016-05-02,Female&Male,Headphones,,2014,Male,0
4701,87734,5,2014-12-28,Female&Male,Portable Audio & Video,,2014,Male,0
3498,231239,5,2014-03-07,Female&Male,Car Electronics & GPS,,2014,Male,0
7559,884740,5,2016-11-11,Female&Male,Headphones,TaoTronics,2015,Male,0
1659,92524,3,2018-01-16,Male,Computers & Accessories,,2011,Male,1
4581,896698,5,2016-12-03,Female,Camera & Photo,Fintie,2014,Female,0
1451,476902,5,2015-05-31,Male,Headphones,,2010,Male,0
5897,760803,5,2016-05-09,Female&Male,Camera & Photo,,2015,Female,0
1473,361647,5,2014-12-26,Female,Accessories & Supplies,Etre Jeune,2010,Male,0
3229,569219,5,2015-09-23,Female,Accessories & Supplies,Etre Jeune,2013,Female,0
2827,145283,5,2013-05-26,Female,Computers & Accessories,,2013,Male,0
5795,968176,5,2017-03-21,Male,Headphones,,2014,Female,0
2788,671274,4,2016-01-21,Male,Computers & Accessories,Sennheiser,2013,Female,0
5526,795801,4,2016-06-28,Female&Male,Computers & Accessories,,2014,Female,0
1884,374148,3,2015-01-08,Male,Camera & Photo,,2012,Male,0
1750,318147,2,2014-10-09,Male,Accessories & Supplies,Jabra,2011,Male,2
7794,608823,5,2015-11-11,Female,Headphones,,2015,Female,0
4687,546723,5,2015-08-27,Female,Headphones,,2014,Male,0
1575,443498,5,2015-04-11,Male,Headphones,Sony,2011,Male,0
1301,54166,2,2011-02-06,Female,Headphones,,2010,Male,0
7288,1070604,5,2017-11-18,Female,Portable Audio & Video,,2015,Male,0
2890,655223,5,2016-01-05,Male,Computers & Accessories,,2014,Male,0
2391,456409,5,2015-04-30,Male,Headphones,Skullcandy,2012,Female,0
5068,1019933,1,2017-07-15,Female,Headphones,,2016,Female,0
6654,560083,4,2015-09-12,Male,Headphones,,2015,Male,0
1350,67034,5,2011-10-04,Male,Portable Audio & Video,,2011,Female,0
7604,632394,4,2015-12-09,Female&Male,Portable Audio & Video,,2015,Male,0
619,658723,5,2016-01-30,Female,Headphones,,2009,Male,2
6707,644689,5,2015-12-26,Male,Camera & Photo,,2015,Female,0
1346,351732,5,2014-12-11,Male,Headphones,,2011,Male,0
2372,84949,5,2013-05-17,Female,Portable Audio & Video,,2012,Female,2
468,1106425,2,2018-02-20,Female,Computers & Accessories,,2008,Male,0
2031,551329,5,2015-09-01,Female,Computers & Accessories,Logitech,2012,Male,0
3289,323616,5,2014-10-20,Female,Camera & Photo,,2013,Female,0
1372,359217,5,2014-12-22,Male,Headphones,,2010,Female,0
4864,456978,5,2015-04-30,Male,Accessories & Supplies,,2014,Female,0
3718,606675,3,2015-11-09,Male,Headphones,,2014,Male,0
2412,404936,4,2015-02-18,Female&Male,Headphones,,2012,Male,0
6676,532698,5,2015-08-11,Female&Male,Computers & Accessories,,2017,Female,0
3800,900952,3,2016-12-09,Female,Accessories & Supplies,,2014,Male,0
7438,781888,5,2016-06-08,Female,Accessories & Supplies,,2015,Female,0
1671,146686,1,2013-06-01,Female&Male,Computers & Accessories,,2011,Female,0
2016,445346,4,2015-04-14,Female&Male,Accessories & Supplies,,2012,Female,0
6377,472641,5,2015-05-24,Female&Male,Computers & Accessories,,2015,Male,0
1312,209122,4,2014-01-10,Female,Camera & Photo,,2010,Male,0
3365,209120,4,2014-01-10,Female,Accessories & Supplies,,2014,Female,0
5795,923435,5,2017-01-08,Male,Headphones,,2014,Female,0
791,120607,5,2013-02-06,Male,Accessories & Supplies,,2009,Male,0
546,10956,5,2013-06-21,Female,Camera & Photo,,2008,Male,0
4882,813738,5,2016-07-24,Female,Car Electronics & GPS,,2014,Female,0
5115,694643,5,2016-02-16,Male,Accessories & Supplies,,2014,Female,0
9142,865337,5,2016-10-07,Female,Headphones,,2016,Female,0
1034,600655,3,2015-11-02,Male,Computers & Accessories,,2009,Male,0
4913,190392,5,2016-03-21,Female,Accessories & Supplies,,2015,Male,2
1212,115735,5,2013-01-18,Female,Home Audio,,2009,Female,0
2319,126467,2,2013-03-02,Female,Car Electronics & GPS,,2013,Male,0
5294,394777,5,2015-05-05,Male,Headphones,Philips,2015,Male,2
4150,375469,4,2015-01-09,Female&Male,Camera & Photo,Fujifilm,2014,Male,0
8425,692008,4,2016-02-12,Female,Headphones,,2015,Male,0
1593,360874,4,2014-12-25,Female&Male,Camera & Photo,Canon,2011,Female,0
6427,924807,4,2017-01-10,Male,Security & Surveillance,,2015,Female,0
3465,903154,5,2016-12-12,Female,Computers & Accessories,,2013,Female,0
4897,439635,2,2015-04-05,Female,Accessories & Supplies,,2014,Female,0
7521,1143018,5,2018-06-13,Female&Male,Computers & Accessories,,2015,Female,0
5795,635973,5,2015-12-13,Male,Headphones,,2014,Female,0
2916,231007,2,2014-05-10,Female&Male,Camera & Photo,Canon,2013,Male,0
9315,1043330,1,2017-09-04,Male,Headphones,,2016,Female,0
4420,115960,5,2014-12-01,Female,Computers & Accessories,,2014,Female,0
5897,914905,2,2016-12-29,Female&Male,Camera & Photo,,2015,Female,0
4485,809968,4,2016-07-19,Female&Male,Camera & Photo,,2014,Female,0
1670,171261,5,2013-09-13,Female&Male,Headphones,Bose,2011,Male,0
4627,1094879,4,2018-01-21,Female&Male,Portable Audio & Video,,2014,Male,0
7731,835463,5,2016-08-23,Male,Camera & Photo,,2015,Female,0
1815,858360,5,2016-09-26,Female,Accessories & Supplies,,2013,Male,2
1670,213181,5,2014-01-19,Female&Male,Headphones,Bose,2011,Male,0
3401,434288,5,2015-03-28,Female,Computers & Accessories,,2013,Male,0
5724,626479,4,2015-12-02,Male,Headphones,,2014,Male,0
4250,1114616,3,2018-03-12,Female,Computers & Accessories,,2014,Female,0
870,294281,4,2015-11-24,Female,Computers & Accessories,,2011,Male,2
2745,1055441,5,2017-10-05,Male,Computers & Accessories,,2015,Female,0
6378,337167,5,2017-03-13,Female,Accessories & Supplies,,2015,Male,1
6818,839973,4,2016-08-29,Male,Accessories & Supplies,,2015,Male,0
1664,38365,5,2016-03-30,Male,Camera & Photo,,2013,Male,2
2398,380038,5,2015-01-15,Female,Portable Audio & Video,,2012,Male,0
4509,416934,5,2015-03-04,Female,Portable Audio & Video,,2014,Female,0
8259,626947,3,2016-05-31,Female&Male,Accessories & Supplies,,2015,Female,2
3519,817294,4,2016-12-21,Female,Accessories & Supplies,,2013,Female,2
8764,831402,3,2016-08-17,Male,Computers & Accessories,,2016,Male,0
6396,1089665,4,2018-01-08,Male,Headphones,Generic,2015,Female,0
2262,39470,4,2013-12-07,Male,Computers & Accessories,,2012,Male,0
1169,543051,5,2015-08-23,Male,Computers & Accessories,,2009,Male,0
3617,190484,2,2013-11-28,Female&Male,Television & Video,,2013,Female,0
2,48364,5,2010-11-01,Female&Male,Headphones,,2000,Male,0
7780,810250,4,2016-07-19,Female&Male,Portable Audio & Video,,2015,Female,0
5659,707189,5,2016-05-27,Male,Portable Audio & Video,,2014,Male,2
5595,431900,5,2015-03-25,Female&Male,Camera & Photo,,2014,Male,0
7211,736273,5,2016-04-05,Female,Computers & Accessories,,2015,Female,0
2279,239751,5,2014-04-01,Male,Computers & Accessories,,2012,Male,0
9304,866798,5,2016-10-10,Female,Accessories & Supplies,,2016,Female,0
5257,33381,5,2017-11-03,Male,Headphones,Philips,2015,Male,2
6227,826899,5,2016-08-11,Female,Camera & Photo,Fujifilm,2015,Female,0
2031,1030241,5,2017-08-06,Female,Computers & Accessories,Logitech,2012,Female,0
5755,426834,5,2015-03-18,Female&Male,Computers & Accessories,,2014,Female,0
2393,134070,5,2013-04-05,Female&Male,Headphones,,2012,Male,0
3865,444857,5,2015-04-13,Female&Male,Computers & Accessories,,2014,Female,0
6452,493553,1,2015-06-23,Male,Headphones,,2015,Male,0
8149,975026,5,2017-04-02,Female,Accessories & Supplies,,2015,Female,0
3222,407931,2,2015-02-22,Male,Headphones,,2013,Male,0
7697,584351,5,2015-10-13,Female,Security & Surveillance,,2015,Male,0
3287,372784,5,2015-01-06,Female&Male,Computers & Accessories,,2013,Male,0
3524,462848,5,2016-07-17,Male,Headphones,Skullcandy,2014,Female,2
2129,266087,3,2014-06-25,Female&Male,Television & Video,Samsung,2012,Male,0
390,251985,5,2015-01-03,Male,Camera & Photo,,2007,Female,1
4782,1086590,4,2018-01-01,Female&Male,Headphones,,2014,Female,0
2959,312809,5,2014-09-28,Female,Camera & Photo,,2013,Male,0
6979,793466,5,2016-06-25,Male,Headphones,,2015,Male,0
2031,404666,4,2015-02-18,Female,Computers & Accessories,Logitech,2012,Female,2
836,816363,5,2016-07-27,Female&Male,Accessories & Supplies,,2009,Male,0
8259,662305,4,2016-01-12,Female&Male,Accessories & Supplies,,2015,Female,0
4365,626197,5,2015-12-02,Male,Accessories & Supplies,,2015,Male,0
2957,946156,5,2017-02-11,Male,Wearable Technology,,2013,Female,0
7356,595715,4,2015-10-27,Female&Male,Headphones,Mpow,2015,Male,0
1575,186162,5,2013-11-16,Male,Headphones,Sony,2011,Male,0
6872,633324,5,2015-12-10,Female,Computers & Accessories,,2015,Female,0
4270,308729,1,2014-09-20,Male,Headphones,,2014,Male,0
5167,63685,5,2014-12-09,Male,Headphones,,2014,Male,1
2148,134684,5,2013-04-07,Female,Headphones,,2012,Male,0
2334,64374,5,2012-10-02,Male,Camera & Photo,,2012,Male,0
1372,102890,5,2012-12-03,Male,Headphones,,2010,Male,0
479,317199,5,2015-07-10,Male,Camera & Photo,,2008,Male,0
6093,1042133,5,2017-09-01,Female,Headphones,,2015,Male,0
982,30686,5,2009-08-31,Female&Male,Camera & Photo,Fujifilm,2009,Female,0
2698,42903,3,2014-05-18,Male,Headphones,,2013,Male,0
6328,575141,4,2015-10-01,Female&Male,Home Audio,TaoTronics,2015,Female,0
5795,843554,4,2016-09-03,Male,Headphones,,2014,Male,0
537,16889,5,2008-04-10,Female,Camera & Photo,Kodak,2007,Female,0
7816,684443,4,2016-02-03,Female&Male,Computers & Accessories,,2015,Female,0
7768,728761,4,2016-03-25,Female&Male,Computers & Accessories,,2015,Female,0
541,1029021,5,2017-08-03,Male,Computers & Accessories,,2008,Male,0
1566,285568,5,2014-08-07,Female&Male,Computers & Accessories,,2011,Male,2
3218,311729,5,2014-09-26,Female&Male,Computers & Accessories,,2013,Female,0
4790,357779,2,2014-12-20,Female&Male,Computers & Accessories,,2017,Female,2
790,54212,5,2011-10-23,Female&Male,Portable Audio & Video,,2009,Male,1
2372,162227,4,2014-03-20,Female,Portable Audio & Video,,2012,Female,2
1404,161542,5,2013-08-05,Female,Camera & Photo,,2010,Male,0
7062,756406,5,2016-05-03,Female,Accessories & Supplies,,2015,Female,0
3479,358400,5,2014-12-21,Male,Headphones,,2014,Male,0
8544,806622,5,2016-07-15,Female,Headphones,,2016,Female,0
9217,1074806,5,2017-11-30,Male,Headphones,,2016,Female,0
1605,538732,5,2016-01-16,Female,Camera & Photo,Neewer,2011,Female,2
3782,303054,1,2014-09-10,Female,Car Electronics & GPS,EINCAR,2013,Male,0
468,49061,5,2010-11-17,Female,Computers & Accessories,,2008,Male,0
2418,5547,1,2013-05-12,Female,Portable Audio & Video,Panasonic,2013,Male,1
3539,274421,4,2014-07-15,Female,Accessories & Supplies,EldHus,2013,Male,0
5853,512156,4,2015-07-18,Male,Portable Audio & Video,,2015,Female,0
5171,788027,1,2016-06-17,Female&Male,Portable Audio & Video,Bose,2014,Male,0
1166,254146,2,2014-05-18,Male,Computers & Accessories,Logitech,2010,Female,0
3933,217857,5,2014-01-30,Male,Computers & Accessories,,2015,Female,0
1455,68552,4,2011-10-28,Male,Camera & Photo,Sony,2010,Male,0
6877,723130,5,2016-03-18,Male,Camera & Photo,,2015,Male,0
3995,8469,5,2015-03-10,Female,Accessories & Supplies,,2014,Female,0
4539,912977,3,2016-12-27,Female&Male,Accessories & Supplies,EldHus,2014,Male,0
7716,1059888,5,2017-10-19,Male,Computers & Accessories,,2015,Male,0
1575,143089,5,2013-05-16,Male,Headphones,Sony,2011,Female,0
1397,151426,4,2013-06-22,Male,Headphones,,2010,Male,0
7780,893164,5,2016-11-28,Female&Male,Portable Audio & Video,,2015,Male,0
3043,399095,1,2015-02-11,Female&Male,Headphones,,2013,Female,0
5171,947144,5,2017-02-13,Female&Male,Portable Audio & Video,Bose,2014,Male,0
7298,753772,3,2016-04-29,Female,Portable Audio & Video,,2015,Female,0
5222,922706,5,2017-01-07,Female,Headphones,,2014,Female,0
6210,537015,4,2017-06-18,Female,Headphones,,2015,Male,2
8560,1105600,5,2018-02-18,Female&Male,Camera & Photo,,2015,Female,0
4097,304627,5,2014-09-12,Female,Car Electronics & GPS,,2015,Female,0
4910,620108,5,2015-11-24,Male,Accessories & Supplies,,2014,Female,0
6465,673294,2,2016-01-23,Female&Male,Headphones,TaoTronics,2015,Female,0
7816,1018305,5,2017-07-11,Female&Male,Computers & Accessories,,2015,Female,0
4732,541713,3,2015-08-21,Male,Headphones,,2014,Male,0
